"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2824.81249662872","2882.04407720209","2996.09716221789","3105.27002090736","3204.3748202927","3319.3085060984","3464.31617336516","3313.2395517659","3341.76150681547","3415.87794875425","3592.49598291089","3752.29676132745","3647.81300690317","3898.17873884358","4234.15288514288","4371.27862340396","4492.95239897551",
"Puerto Rico (US)","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9470","9950","10240","10820","11250","11820","12230","12950","13290","14410","15400","15840","16030","16480","18710","19190","19860","20720","20610","20150","20200","20760","21500","21720","21750","21760","21630","21270","22570","24380","25140","27960","31310","32830","34130",
"Korea, Dem. People's Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11770","12750","13260","13290","13610","14510","15000","15760","16640","17660","18570","19200","20050","20640","21210","22420","23980","25000","25770","25550","26420","26330","25880","27560","28170","28850","30870","32230","34070","36970","35450","38270","43750","46170","49690",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5210","5160","5320","5950","5860","6280","6700","6690","6640","6490","6060","6160","6350","6190","6660","6980","7720","8670","9380","9280","10320","10950","10460","11620","12110","12170","12840","13500","13650","13720","13820","14830","15810","16920","17900",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2470","2600","2540","2860","3330","3570","3090","2710","2310","2610","3160","3590","3610","3800","4040","4200","4360","4780","5560","5720","5950","6480","6810","6910","7280","7520","6910","6800","7620","7180","5310",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2901.5376733948","2929.82394226157","3063.08312752818","3153.51339858553","3209.245054068","3410.81581589312","3551.13202000073","3508.6455604452","3537.05553809821","3708.36107127492","3795.13766177342","3824.91684249612","3950.18497925448","4007.02072229059","4247.10779611925","4446.55132118527","4473.19821378646","4582.93318711185","4695.35656082539","4704.78913850045","4808.62376055615","4993.16442392554","5174.18412232386","5557.5369208153","6093.43094537595","6480.47383790218","6605.37284914743","6803.56072045522","7002.05731010581","7039.43405466096","6362.23901116786","6220.9716860304","7356.15204778793","7966.95790592997","8270.78939074514",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18067.6078860094","18704.069463364","19330.1599945301","19866.7188702394","20738.0916907145","21531.1258479964","22452.8197932766","23474.7354157271","24270.8648391272","25353.4332016473","26972.9644202094","27949.4880049016","28879.0670227179","29877.2927577534","31551.6335909233","33111.5541580632","35234.0863231454","36962.8484670905","37841.301277611","36883.019058848","38360.0059558051","39842.7426359929","40883.651841554","42430.2420190275","43578.3623745794","44655.9639073553","46170.673626909","48110.3611386724","50143.8766265214","52603.4190630958","51590.426729497","56714.425895728","62277.9923001349","64691.3457463813","67663.0358574673",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57330","56350","62150","60850","61150","62080","64150","81530","83820","83880","81850","86200","88860","92450","103120","100460","120330","117460","118620","113780","135960","160810","169200","160380","141700","100290","89280","99100","107780","104810","80420","115040","118630","125240","121930",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5260","4790","4500","4670","4970","5390","5700","5510","5480","5530","5810","6480","7090","7380","8610","9320","11170","13260","16410","16420","17270","18710","19620","19390","20540","21400","23580","26560","29150","33290","34010","37070","40940","44640","47420",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8010","7840","6800","6350","5710","5570","5440","5580","5230","5680","6650","7260","7880","8970","10010","11540","14480","16280","19600","18760","19860","22120","23530","25120","24840","23330","23340","25090","27930","29990","30750","37730","40100","43690","46780",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","540","570","520","310","520","490","500","520","550","600","660","750","760","820","910","990","1070","1180","1230","1300","1400","1440","1490","1640","1750","1820","1910","2050","2260","2230","2680","3030","3330","3620",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1184.56901666849","1214.20886505717","1282.28883810238","1349.61296668189","1438.67393584307","1545.61468850373","1655.50421161447","1722.20558701106","1810.76906884359","1952.31140721152","2034.43483311599","2140.28821783777","2221.35058255711","2393.29031061393","2602.29193816889","2845.21887463522","3118.29601952969","3407.93594263355","3540.41731482933","3777.70698948524","4064.4424413612","4322.23287963088","4686.57220339315","4891.18696441131","5084.07376809764","5318.56545852017","5689.1273968624","6032.89218656017","6603.86630633149","7048.7896466893","6912.18193474127","7968.6473540037","9048.77196426063","10085.8132714669","10871.6085195154",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49350","51820","52350","50960","49440","48990","49320","49610","49790","48350","48770","47250","45420","47790","51320","53620","55190","55880","58250","55890","60470","65640","66750","63920","64410","55590","51050","53970","59930","60110","48210","63440","72470","72020","71600",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","1370","1510","1620","1680","1780","1930","2290","2350","2370","2480","2670","2770","2930","3080","3280","3480","3690","3750","3620","3540","3830","3510","3480","4180","4120","4380","4080","3960","3720","3170","3120","3290","2360","2070",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1470","1520","1550","1550","1530","1620","1660","1700","1780","1870","1930","2020","2000","2110","2220","2330","2410","2490","2570","2580","2640","2640","2720","2720","2800","2920","3020","3140","3290","3550","3690","4070","4390","4620","4960",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23580","25140","27040","29430","33100","35340","36610","40060","38110","40400","43510","42820","44190","47480","51090","55490","62320","67000","65240","62780","74590","77300","78460","78610","81610","81210","84570","89490","90880","92580","88500","112700","114430","117340","126190",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1250","1310","1470","1540","1660","1800","1810","1770","1760","1700","1490","1390","1320","1420","1560","1700","1750","1780","1850","1880","2080","2150","2210","2400","2350","2310","2350","2400","2460","2490","2460","2550","2710","2840","2880",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1290","1370","1130","1220","1170","1140","1200","1140","1140","1140","1220","1110","1360","1430","1420","1520","1450","1470","1590","1740","1880","1950","2250","2540","2630","2520","2590","2460","2610","2680","2710","2820","3120","3340","3490",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2780","2860","3110","3330","3550","3770","3830","3980","4110","4190","4330","4440","4550","4670","4830","5120","5540","5790","6040","5870","6070","6390","6440","6770","7160","7560","8020","8470","8680","9270","8870","10180","11150","11880","12420",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48600","49590","52590","49830","58350","69360","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","450","460","370","380","400","400","410","430","460","480","510","540","570","610","650","690","730","770","810","870","1000","940","1120","1340","1460","1590","1540","1540","1450","1390","1480","1550","1590",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6040","6460","5900","6410","6810","7530","7980","8650","9290","10340","11340","12770","12850","13050","13770","14050","14680","14740","14860","15580","16210","17570","19530","20400","22540","25000","27250","29870",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1892.80947734486","1924.21024288808","1855.67474312468","1866.98564307506","1884.61642535978","1983.70829509041","2039.69712406545","2129.63615600454","2152.83834994117","2176.60718575593","2233.58133941312","2302.92078534904","2379.26406751732","2453.10794555879","2584.63792409315","2757.10072587261","2939.33746882596","3099.01196587696","3199.97762247064","3233.89413199735","3348.85151744637","3470.97214495657","3489.20303106948","3615.32894235218","3818.27003854564","3826.69700610624","3858.82814940471","3948.00096558163","3959.71033111402","4123.70674737529","4064.21933078695","4309.22408237283","4660.46398712909","4812.53667896859","4965.39978326623",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1560","1360","1810","1180","1010","","","","","","","","","",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754.53015984498","1776.66788178862","1708.36382733945","1722.43563821038","1737.96490340046","1828.08324072684","1883.21528996841","1963.57473110697","1980.55047725954","2003.05675309228","2056.31283823227","2122.23571958189","2189.53661686915","2252.55313529203","2377.96122574715","2540.40357510257","2711.59636449103","2864.0100960591","2963.46889848294","2999.03369700815","3111.77596087083","3231.94865677825","3256.48605037772","3377.22668323701","3583.22881213658","3605.62448322792","3657.55722262688","3752.01171522448","3772.06492653059","3933.91742982044","3896.74375207709","4134.96904503854","4476.76415015502","4635.74238310349","4795.44834634284",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6486.54991622916","6628.18646761788","6723.51803593807","6885.95607071658","7140.67527018131","7563.79434106418","7916.4998206785","8309.15489154998","8585.39011481008","8851.36934785364","9382.2913318536","9802.0756225314","10288.2300410577","10839.0464010847","11548.7433940787","12281.9252740213","13463.3315789454","14448.1276034578","15107.1982066024","14537.7984153308","14928.0414954038","15554.5557338028","16030.5381756391","16380.6846492299","16666.331217411","16713.6574833969","16988.1950522572","18005.7343929954","18642.8568953896","19916.1445905878","18596.0396532497","20443.9789722867","22765.9155309619","24842.7299654282","26420.1406170578",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1380","1380","1390","1410","1450","1470","1530","1530","1550","1630","1680","1820","1870","2040","2110","2280","2600","2730","2800","2840","2850","2910","2680","2980","3320","3210","3350","3430","3960","4650","5200","5760","6150","6210","6220",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6470","6830","6980","6580","6930","6980","7000","7260","7370","7130","7240","7090","7790","8280","9060","9830","10580","11520","12170","12410","12730","13100","14600","15760","16370","16500","13750","15640","16120","17740","14240","16120","18450","19170","20350",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8030","7060","6750","7410","8010","8850","9570","10160","10690","10680","11320","12370","13260","13400","14580","16150","18380","20640","23290","22940","24840","25290","26550","27850","28770","29410","29080","29690","31000","33160","35000","37240","39850","43030","46110",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12260","11560","11210","11870","12990","13700","14320","15250","15970","16990","17840","18750","19830","20690","22270","23460","25250","26840","28690","26760","27210","28320","28340","29240","30300","30400","32800","35640","38180","41860","41690","45500","50300","53450","55870",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19910","20080","19920","19740","21150","22450","23290","24150","25330","27460","29650","29980","31080","32330","34010","34670","38670","42060","43380","41040","43190","45340","46260","47160","47820","49130","50420","52210","54080","58700","59540","65080","69060","70140","74150",
"Eswatini","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3390","3450","3530","3510","3500","3980","4270","4390","4310","4540","4510","4840","4770","4910","5300","6090","6290","6760","6810","6770","6850","7040","7240","7870","8000","8050","8020","8020","7950","8280","8430","9190","9820","10560","10750",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35250","36450","38450","34510","35450","42140","43280","43720","43620","40710","44100","37930","39280","45580","48320","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8650","9130","10040","10780","10610","10420","11600","13180","13230","13330","13930","14230","13230","13330","14310","16000","17670","18190","17360","17260","17940","20270","22200","21100","23400","23960","26810","28610","30560","32850","29950","28720","29030","30920","32180",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3330","3370","3580","4430","4610","4480","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21100","22410","24560","25740","31090","30540","19540","25160","30160","34050","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960","1040","1100","910","1020","1010","1000","1040","1090","1060","1030","1140","1190","1200","1590","1840","1810","1910","1900","2020","2260","2340","2390","2040","2060","2320","2090","2080","2200","2320","2160","2410","2820","2900","2930",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1457.91395238711","1600.15408327342","1779.93161190893","1989.78100312606","2218.23694778815","2431.35493997088","2662.31245987399","2858.03968358259","2871.01682558614","3043.93548889969","3313.00731023868","3585.3570040128","3900.90810859419","4287.34042624307","4753.58458472935","5309.45740292813","6025.14815662924","6882.71112083746","7558.52115988421","8071.10053106597","8868.23150183984","9690.43515167539","10574.7820034526","11177.9397955306","11835.3936528365","12175.510459702","12773.5676696266","13554.6766835463","14630.1832758746","15751.7145949263","16033.0502629832","17966.7515470151","19916.208483299","21697.2558370858","23328.788488858",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6868.41322691682","6693.70321744294","6180.36618606414","6030.69113211914","5585.85562514494","5677.60058875653","5793.79531412788","6041.61616980246","5639.48925953215","5836.41430027032","6454.96699975966","6849.05135320562","7329.4882490426","7971.60397892406","8895.09099671527","9871.20113361525","11615.6200726539","12996.4287901859","14812.0979306283","14410.9863911299","15452.7043156343","16982.4842212652","17982.5992556062","19196.0892183403","19657.1421625527","19570.7651779833","20039.7667056055","21384.077900698","22882.8762440811","24587.0597026037","25192.2882251341","28918.9084268636","32110.4242767104","34801.1114711733","36956.3327499601",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1090","1090","1050","930","1050","1120","1200","1350","1300","1310","1300","1300","1340","1430","1410","1350","1390","1380","1420","1470","1530","1690","1650","1720","1820","1920","1950","1990","2070","2220","2370","2580","2860","3080","3250",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4390","4840","5250","5740","6230","6770","7140","6930","6330","6690","7150","7420","7860","8460","9130","9710","10510","11320","11620","11540","12390","12910","13950","14240","14570","14980","15890","16790","17960","19230","18740","19540","21530","22930","24020",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2580","2420","1720","1450","990","970","780","830","880","920","990","1090","1210","1330","1510","1920","2210","2500","2730","2600","2830","3130","3420","3840","3910","3520","3370","3460","3550","4010","4270","4800","5990","6190","7100",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5360","5120","4350","4440","3740","3420","3650","3280","3450","3980","4060","4310","4300","4480","4720","5110","5790","6700","7490","7770","8220","9290","9990","10700","11350","11970","12580","12730","13760","15260","15010","16330","18100","19670","20220",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6067.9455462269","6417.44220225612","6652.96401161359","6838.20830857888","7149.20162961908","7315.33024990576","7597.78684816211","8014.5601528209","8175.57239150378","8139.23084860391","8501.80840992189","8614.19052880156","8633.26557833076","8858.5537450298","9450.40657409806","10064.2805669008","11034.037479694","11863.9723815787","12481.3812770108","12248.8729480988","12975.79850475","13840.2120167562","14162.1729056234","14687.8950970217","14995.6354084651","14831.2045137569","15056.0128503737","15679.2368302212","16267.3378225658","16676.8138791104","16086.0161639168","17965.5884204866","20040.3294233223","21111.2543366025","21917.6149255717",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1380","1540","1700","1870","1980","2100","2250","2320","2230","1650","2080","2150","2290","1830","2130","2620","3950","5500","8430","6280","7370","9080","8880","7630","6590","5450","4590","4930","5120","6430","6720","6520","5460","5630","4880",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3648.44008418798","3932.03098275314","4105.73913364505","4148.26125584897","4196.12631417834","4301.57018599701","4529.18320898764","4644.23677140298","4851.72489857278","4983.08752963955","5308.66944018783","5481.22150162844","5623.47184554626","5757.91997257019","6237.49835656622","6587.8404131793","7031.25663742833","7517.7850026377","7742.06842294401","7792.53941397824","8058.58810819473","8063.60693403659","8261.90261975761","8227.50632541541","8117.73717769892","7820.5522765252","7940.32171385756","8259.71295834613","8597.38459333417","8565.93774995857","8637.81461027594","9171.89108116263","10088.8059532299","10545.1269987789","10850.3602146246",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2480","2700","2750","2900","3230","3410","3490","3510","3670","3750","3880","3970","4250","4250","4280","4300","4400","4380","4680","4520","4610","5000","5140","5250","5370","5530","6010","6480","6710","6920","7170","7440","7760","8560","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1184.56901666849","1214.20886505717","1282.28883810238","1349.61296668189","1438.67393584307","1545.61468850373","1655.50421161447","1722.20558701106","1810.76906884359","1952.31140721152","2034.43483311599","2140.28821783777","2221.35058255711","2393.29031061393","2602.29193816889","2845.21887463522","3118.29601952969","3407.93594263355","3540.41731482933","3777.70698948524","4064.4424413612","4322.23287963088","4686.57220339315","4891.18696441131","5084.07376809764","5318.56545852017","5689.1273968624","6032.89218656017","6603.86630633149","7048.7896466893","6912.18193474127","7968.6473540037","9048.77196426063","10085.8132714669","10871.6085195154",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1754.53015984498","1776.66788178862","1708.36382733945","1722.43563821037","1737.96490340046","1828.08324072684","1883.21528996841","1963.57473110696","1980.55047725954","2003.05675309228","2056.31283823227","2122.23571958189","2189.53661686915","2252.55313529203","2377.96122574715","2540.40357510256","2711.59636449103","2864.0100960591","2963.46889848294","2999.03369700815","3111.77596087083","3231.94865677825","3256.48605037772","3377.22668323701","3583.22881213658","3605.62448322792","3657.55722262688","3752.01171522448","3772.06492653059","3933.91742982044","3896.74375207708","4134.96904503854","4476.76415015502","4635.74238310349","4795.44834634284",
"Trinidad and Tobago","TTO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6340","6670","7460","7640","7910","8430","9000","10050","11070","12060","12880","13890","15280","17610","20060","22370","25970","28040","29450","28030","29280","27630","29190","30000","30150","29560","27720","28560","27840","28700","25510","29930","31000","35310","36280",
"Tunisia","TUN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3670","3830","4120","4160","4330","4490","4810","5110","5370","5710","6020","6330","6450","6840","7370","7720","8350","9010","9450","9760","10080","9970","10190","10220","10580","10500","10760","11020","11550","12170","11530","12120","13310","13660","14090",
"Turkiye","TUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8110","8310","8860","9640","9090","9820","10550","11360","8660","8340","9170","8770","8960","9280","10580","11630","13350","14730","15880","15260","17200","19420","20470","22170","23890","25570","26410","27840","27900","28020","28340","30930","38720","41890","43410",
"Tuvalu","TUV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3290","3480","3680","3510","4120","4010","3640","4330","4700","4560","4030","4780","6010","4180","4590","4580","4510","5290","5250","5310","4700","4720","4120","5020","4510","5840","5860","5860","6420","6950","6970","7220","7630","8320","",
"Tanzania","TZA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","930","930","930","940","960","1020","1050","1070","1110","1150","1200","1290","1360","1460","1570","1710","1800","1890","1950","2030","2170","2050","2140","2200","2280","2390","2430","2700","2930","3230","3430","3730","3940","4120",
"Uganda","UGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","660","700","710","760","800","890","960","1010","1040","1100","1110","1150","1240","1300","1380","1470","1630","1770","1910","1980","2060","2230","1990","2000","2090","2150","2130","2110","2250","2380","2480","2630","2860","3020","3200",
"Ukraine","UKR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7770","7310","6560","5630","4520","4080","3760","3750","3720","3760","3960","4510","4870","5490","6370","6820","7550","8500","8840","7550","8140","8680","9450","10740","10370","10340","10980","11700","12680","14390","15880","17330","15540","18160","18580",
"Upper middle income","UMC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3107.76336596464","3301.32264926868","3471.07811242243","3665.82384222891","3850.55307737852","4052.7103592672","4328.36594574771","4598.38799855723","4595.38058600426","4738.62716580586","5098.32978884078","5355.0099488296","5661.86568044521","6051.74667908846","6641.35644683034","7263.17668261003","8125.83576670437","9072.36401984784","9788.66085420002","10091.4937915711","10962.2328699647","11838.5831921094","12574.518739749","13179.5712093475","13722.1692891548","13834.5401720676","14338.4564089598","15108.6825201851","16028.1385359474","16920.3773906172","17042.782635421","19135.057922679","21269.873158001","22980.4500614164","24400.7530483",
"Uruguay","URY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6460","6960","7680","8040","8740","8770","9400","10380","10910","10920","10900","10680","10090","9880","10620","11940","12890","14080","15240","15900","17230","18520","18110","19630","20540","21230","21780","22310","23020","24520","24340","26480","29840","32040","34060",
"United States","USA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24030","24470","25540","26510","27780","28800","30080","31540","32920","34630","36470","37310","38160","39690","41990","44380","46460","48370","49050","47680","49310","50790","52450","54020","55890","57530","58690","60940","63760","66080","65040","71770","78310","82600","85980",
"Uzbekistan","UZB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2660","2680","2360","2310","2190","2170","2200","2300","2400","2500","2600","2740","2860","3010","3310","3610","3940","4560","5060","5260","5600","6060","6240","6520","6700","6910","6990","7950","8340","8640","8470","9290","10410","11210","12000",
"St. Vincent and the Grenadines","VCT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3770","3930","4340","4630","4610","5080","5280","5510","5790","5940","6200","6510","6980","7510","7990","8500","9530","10260","10560","10670","10380","10580","10930","11570","11630","12070","13360","13500","14660","15310","15200","15900","17850","19860","21080",
"Venezuela, RB","VEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9350","10400","10830","10870","10570","11060","11020","11630","11570","10960","11440","11820","10600","9830","11680","13280","14950","16700","17520","16660","16320","16910","","","","","","","","","","","","","",
"British Virgin Islands","VGB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
